"imdb_id","genre_id"
"tt0071315",26
"tt2416048",6
"tt2416048",11
"tt1706593",9
"tt1706593",23
"tt1706593",26
"tt0363771",3
"tt0363771",10
"tt0363771",11
"tt0124315",9
"tt0124315",22
"tt0059037",9
"tt0095765",9
"tt0450405",1
"tt0450405",3
"tt0450405",11
"tt0033467",9
"tt0033467",18
"tt0103976",9
"tt0800320",1
"tt0800320",3
"tt0800320",11
"tt0109445",6
"tt0106582",1
"tt0106582",3
"tt0106582",26
"tt0112697",6
"tt0112697",22
"tt0109450",5
"tt0109450",9
"tt0109450",25
"tt0088936",1
"tt0088936",7
"tt0088936",9
"tt0159365",9
"tt0159365",14
"tt0159365",22
"tt0369339",7
"tt0369339",9
"tt0369339",26
"tt0233469",1
"tt0233469",9
"tt0233469",26
"tt1657507",1
"tt1657507",7
"tt1657507",9
"tt0109456",9
"tt0109456",18
"tt0109456",22
"tt0088944",1
"tt0088944",3
"tt0088944",26
"tt0082198",3
"tt0082198",11
"tt0270288",5
"tt0270288",6
"tt0270288",7
"tt0310910",7
"tt0310910",26
"tt0360486",9
"tt0360486",11
"tt0360486",15
"tt0118884",9
"tt0118884",18
"tt0118884",23
"tt0318374",9
"tt0318374",22
"tt0112722",7
"tt0112722",9
"tt0112722",18
"tt0327597",4
"tt0327597",11
"tt1372686",9
"tt1372686",26
"tt1372686",27
"tt0115956",1
"tt0115956",9
"tt0115956",18
"tt2994904",6
"tt2994904",9
"tt2994904",28
"tt0306685",1
"tt0306685",7
"tt0306685",9
"tt0479884",1
"tt0479884",7
"tt0479884",26
"tt0375679",9
"tt1570728",6
"tt1570728",9
"tt1570728",22
"tt0416658",6
"tt0416658",9
"tt0416658",22
"tt0974014",5
"tt0974014",9
"tt0310924",1
"tt0310924",6
"tt0310924",7
"tt0481499",4
"tt0481499",3
"tt0481499",6
"tt0190332",1
"tt0190332",9
"tt0190332",22
"tt0159382",7
"tt0159382",9
"tt0132910",1
"tt0132910",7
"tt0132910",11
"tt0109506",1
"tt0109506",9
"tt0109506",11
"tt0115986",1
"tt0115986",11
"tt0115986",26
"tt0139134",9
"tt0139134",22
"tt0104036",7
"tt0104036",9
"tt0104036",22
"tt0123755",18
"tt0123755",23
"tt0123755",26
"tt0421715",9
"tt0421715",11
"tt0421715",22
"tt1038905",9
"tt1226271",5
"tt1226271",6
"tt1226271",9
"tt0099348",3
"tt0099348",9
"tt0099348",28
"tt0118929",9
"tt0118929",11
"tt0118929",23
"tt1345836",1
"tt1345836",26
"tt0468569",1
"tt0468569",7
"tt0468569",9
"tt0069945",6
"tt0069945",23
"tt0099365",1
"tt0099365",7
"tt0099365",11
"tt1279935",6
"tt1279935",7
"tt1279935",22
"tt0363547",1
"tt0363547",15
"tt0363547",23
"tt0088993",1
"tt0088993",15
"tt0068451",9
"tt0970416",9
"tt0970416",23
"tt0970416",26
"tt0077405",9
"tt0077405",22
"tt0097165",6
"tt0097165",9
"tt0795368",6
"tt0266452",6
"tt0266452",7
"tt0266452",9
"tt1226753",9
"tt1226753",26
"tt0800240",7
"tt0800240",9
"tt0800240",18
"tt0104073",1
"tt0104073",7
"tt0104073",26
"tt0118956",1
"tt0118956",3
"tt0118956",15
"tt0077416",9
"tt0077416",27
"tt1034303",1
"tt1034303",9
"tt1034303",14
"tt0407887",7
"tt0407887",9
"tt0407887",26
"tt1033575",6
"tt1033575",9
"tt1690953",4
"tt1690953",6
"tt1690953",10
"tt0165710",6
"tt0165710",16
"tt0112857",7
"tt0112857",9
"tt0112857",18
"tt0112858",9
"tt0112858",7
"tt0095016",1
"tt0095016",26
"tt0099423",1
"tt0099423",26
"tt0083833",6
"tt0083833",9
"tt0104114",6
"tt0104114",7
"tt0486822",9
"tt0486822",18
"tt0486822",26
"tt1853728",9
"tt1853728",28
"tt0097216",9
"tt0072890",7
"tt0072890",9
"tt0120655",3
"tt0120655",6
"tt0120655",11
"tt0119008",5
"tt0119008",7
"tt0119008",9
"tt0246578",9
"tt0246578",23
"tt0101761",5
"tt0101761",9
"tt0101761",16
"tt0036775",7
"tt0036775",9
"tt0036775",12
"tt1127180",15
"tt1127180",26
"tt0082288",1
"tt0082288",3
"tt0082288",11
"tt0780504",7
"tt0780504",9
"tt1502404",1
"tt1502404",6
"tt1502404",11
"tt0157503",6
"tt0023969",6
"tt0023969",17
"tt0111946",4
"tt0111946",6
"tt0111946",10
"tt0087182",1
"tt0087182",3
"tt0087182",23
"tt0083866",10
"tt0083866",23
"tt1059786",1
"tt1059786",18
"tt1059786",26
"tt0765443",7
"tt0765443",26
"tt1282140",6
"tt1282140",22
"tt2114373",24
"tt2114373",6
"tt0109707",5
"tt0109707",6
"tt0109707",9
"tt0099487",9
"tt0099487",11
"tt0099487",22
"tt0271367",1
"tt0271367",6
"tt0271367",15
"tt0104815",1
"tt0104815",7
"tt0104815",9
"tt0126886",6
"tt0126886",9
"tt0080678",5
"tt0080678",9
"tt0414055",5
"tt0414055",9
"tt0414055",14
"tt0120660",1
"tt0120660",7
"tt0120660",9
"tt0116209",9
"tt0116209",22
"tt0116209",27
"tt0278435",7
"tt0278435",9
"tt0278435",26
"tt0137494",1
"tt0137494",7
"tt0137494",22
"tt0238380",1
"tt0238380",9
"tt0238380",23
"tt0097289",6
"tt0097289",3
"tt0097289",11
"tt0195685",5
"tt0195685",9
"tt0116225",1
"tt0116225",3
"tt0116225",23
"tt0082340",1
"tt0082340",23
"tt0338013",9
"tt0338013",22
"tt0338013",23
"tt0106834",6
"tt0106834",9
"tt0106834",22
"tt0119081",15
"tt0119081",23
"tt1288558",15
"tt0082348",3
"tt0082348",9
"tt0082348",11
"tt0116253",1
"tt0116253",3
"tt0116253",26
"tt0120907",15
"tt0120907",23
"tt0120907",26
"tt1225822",6
"tt1225822",7
"tt1225822",22
"tt0120663",9
"tt0120663",18
"tt0120663",26
"tt0097322",9
"tt0097322",16
"tt0097322",22
"tt1663641",13
"tt1663641",21
"tt0977855",5
"tt0977855",9
"tt0977855",26
"tt0218967",6
"tt0218967",9
"tt0218967",11
"tt0120667",1
"tt0120667",3
"tt0120667",23
"tt1531905",19
"tt0116282",7
"tt0116282",9
"tt0116282",26
"tt0083929",6
"tt0083929",9
"tt0106873",6
"tt0106873",7
"tt0106873",26
"tt2582846",9
"tt2582846",22
"tt0120669",6
"tt0426459",1
"tt0426459",6
"tt0426459",15
"tt0091042",6
"tt0097351",9
"tt0097351",10
"tt0097351",11
"tt0119116",1
"tt0119116",3
"tt0119116",23
"tt0137523",9
"tt0964517",5
"tt0964517",9
"tt0964517",25
"tt0195714",15
"tt0195714",26
"tt0309593",15
"tt0309593",26
"tt0266543",4
"tt0266543",3
"tt0266543",6
"tt0065724",9
"tt0080745",1
"tt0080745",3
"tt0080745",23
"tt0089155",6
"tt0089155",7
"tt0089155",18
"tt1907668",9
"tt1907668",26
"tt0109813",6
"tt0109813",10
"tt0109813",11
"tt0109830",9
"tt0109830",22
"tt0005353",9
"tt0113101",6
"tt0113101",7
"tt1100089",5
"tt1100089",9
"tt1100089",25
"tt0488120",7
"tt0488120",9
"tt0488120",18
"tt0083967",5
"tt0083967",9
"tt0083967",22
"tt0021884",9
"tt0021884",15
"tt0021884",23
"tt0109838",6
"tt0109838",23
"tt0329101",15
"tt0329101",26
"tt0067116",1
"tt0067116",7
"tt0067116",9
"tt0186151",9
"tt0186151",11
"tt0186151",23
"tt0080761",15
"tt0080761",18
"tt0097388",15
"tt1438176",6
"tt1438176",15
"tt0116367",1
"tt0116367",7
"tt0116367",15
"tt0045793",9
"tt0045793",22
"tt0045793",27
"tt2294629",4
"tt2294629",3
"tt2294629",6
"tt0978759",7
"tt0978759",9
"tt2334649",5
"tt2334649",9
"tt2334649",22
"tt0106977",1
"tt0106977",3
"tt0106977",7
"tt0093058",9
"tt0093058",27
"tt1201167",6
"tt1201167",9
"tt2713180",1
"tt2713180",9
"tt2713180",27
"tt0119173",1
"tt0119173",9
"tt1046173",1
"tt1046173",3
"tt1046173",23
"tt0425055",6
"tt0425055",9
"tt0425055",25
"tt0119174",9
"tt0119174",18
"tt0119174",26
"tt1034032",1
"tt1034032",23
"tt1034032",26
"tt0083987",5
"tt0083987",9
"tt0083987",14
"tt0118900",1
"tt0118900",7
"tt0118900",9
"tt0217505",7
"tt0217505",9
"tt0217505",14
"tt0333766",6
"tt0333766",9
"tt0333766",22
"tt0119177",9
"tt0119177",23
"tt0119177",26
"tt0208988",1
"tt0208988",7
"tt0208988",9
"tt1194263",9
"tt1194263",18
"tt0113161",6
"tt0113161",7
"tt0113161",26
"tt0068638",1
"tt0068638",7
"tt0068638",26
"tt0099653",9
"tt0099653",11
"tt0099653",22
"tt0116409",1
"tt0116409",3
"tt0116409",9
"tt0259324",1
"tt0259324",11
"tt0259324",26
"tt0288477",15
"tt0288477",18
"tt0162346",6
"tt0162346",9
"tt0121318",3
"tt0121318",6
"tt0121318",11
"tt4083432",24
"tt0210070",9
"tt0210070",11
"tt0210070",15
"tt1568346",7
"tt1568346",9
"tt1568346",18
"tt0172495",1
"tt0172495",9
"tt0139239",6
"tt0139239",7
"tt0353496",6
"tt0353496",9
"tt0353496",22
"tt0071562",7
"tt0071562",9
"tt0099674",7
"tt0099674",9
"tt0120684",5
"tt0120684",9
"tt0831387",1
"tt0831387",3
"tt0831387",23
"tt0071571",1
"tt0071571",7
"tt0071571",9
"tt0279113",6
"tt0279113",9
"tt0279113",22
"tt0119217",9
"tt0099685",5
"tt0099685",7
"tt0099685",9
"tt0348836",15
"tt0348836",26
"tt0061722",6
"tt0061722",9
"tt0061722",22
"tt1205489",9
"tt0022958",9
"tt0022958",22
"tt0338075",3
"tt0338075",6
"tt0338075",9
"tt0032551",9
"tt1454468",23
"tt1454468",26
"tt0120689",7
"tt0120689",9
"tt0120689",11
"tt0087363",6
"tt0087363",15
"tt0099700",6
"tt0099700",15
"tt0099703",7
"tt0099703",9
"tt0099703",26
"tt0107048",6
"tt0107048",11
"tt0107048",22
"tt0391198",15
"tt0391198",18
"tt0391198",26
"tt0113243",6
"tt0113243",7
"tt0113243",9
"tt0480687",6
"tt0480687",22
"tt0113253",15
"tt0113253",26
"tt0448157",1
"tt0448157",11
"tt1119646",6
"tt0993842",1
"tt0993842",3
"tt0993842",26
"tt0091167",6
"tt0091167",9
"tt0212985",7
"tt0212985",9
"tt0212985",26
"tt0067180",6
"tt0067180",9
"tt0366548",4
"tt0366548",6
"tt0366548",10
"tt0120696",1
"tt0120696",7
"tt0120696",9
"tt0099739",1
"tt0099739",9
"tt0099739",7
"tt0295297",3
"tt0295297",10
"tt0295297",11
"tt0926084",3
"tt0926084",10
"tt0926084",11
"tt0330373",3
"tt0330373",10
"tt0330373",11
"tt0417741",3
"tt0417741",10
"tt0417741",11
"tt0304141",3
"tt0304141",10
"tt0304141",11
"tt0241527",3
"tt0241527",10
"tt0241527",11
"tt0171363",11
"tt0171363",15
"tt0171363",18
"tt1001508",6
"tt1001508",9
"tt1001508",22
"tt0113277",1
"tt0113277",7
"tt0113277",9
"tt0097493",6
"tt0097493",7
"tt0097493",9
"tt0110005",5
"tt0110005",7
"tt0110005",9
"tt0082509",4
"tt0082509",3
"tt0082509",11
"tt0317640",6
"tt0252503",1
"tt0252503",7
"tt0252503",9
"tt0095294",15
"tt0095294",26
"tt0167190",1
"tt0167190",11
"tt0167190",15
"tt0093177",15
"tt0337636",15
"tt0337636",18
"tt0337636",26
"tt0274546",15
"tt0274546",18
"tt0274546",26
"tt1454029",9
"tt0122529",6
"tt0122529",9
"tt1220888",6
"tt1220888",7
"tt1220888",9
"tt1403177",9
"tt0146882",6
"tt0146882",9
"tt0146882",16
"tt0091203",1
"tt0091203",3
"tt0091203",11
"tt0144964",1
"tt0144964",3
"tt0144964",11
"tt0454841",15
"tt0454841",26
"tt0032599",6
"tt0032599",9
"tt0032599",22
"tt0975645",5
"tt0975645",9
"tt0371724",3
"tt0371724",6
"tt0371724",23
"tt0164052",23
"tt0164052",26
"tt0829193",7
"tt0829193",9
"tt0829193",14
"tt1499658",6
"tt1499658",7
"tt0119314",9
"tt0119314",22
"tt0119314",28
"tt0067217",6
"tt0067217",9
"tt0067217",18
"tt0340163",1
"tt0340163",7
"tt0340163",9
"tt1231587",6
"tt1231587",23
"tt0395169",9
"tt0395169",14
"tt0395169",27
"tt0251736",15
"tt0455538",6
"tt0455538",9
"tt0455538",22
"tt0892769",4
"tt0892769",3
"tt0892769",10
"tt1646971",4
"tt1646971",1
"tt1646971",3
"tt0102070",1
"tt0102070",3
"tt0102070",6
"tt0110074",6
"tt0110074",11
"tt0219822",6
"tt0219822",9
"tt0099810",1
"tt0099810",3
"tt0099810",26
"tt1464540",1
"tt1464540",3
"tt1464540",23
"tt0277027",9
"tt1045772",5
"tt1045772",6
"tt1045772",7
"tt1242432",7
"tt1242432",15
"tt1242432",26
"tt0130018",15
"tt0130018",18
"tt0130018",26
"tt0110097",6
"tt0110097",9
"tt0343818",1
"tt0343818",18
"tt0343818",23
"tt0119349",9
"tt1124035",9
"tt1054606",3
"tt1054606",11
"tt1054606",18
"tt0247425",7
"tt0247425",9
"tt1226774",6
"tt1375666",1
"tt1375666",18
"tt1375666",23
"tt0317705",4
"tt0317705",1
"tt0317705",3
"tt0116629",1
"tt0116629",3
"tt0116629",23
"tt0097576",1
"tt0097576",3
"tt0087469",1
"tt0087469",3
"tt2121304",7
"tt2121304",26
"tt0361748",3
"tt0361748",9
"tt0361748",27
"tt0093260",1
"tt0093260",3
"tt0093260",6
"tt0140352",5
"tt0140352",9
"tt0140352",26
"tt1591095",9
"tt1591095",15
"tt1591095",18
"tt0278504",9
"tt0278504",18
"tt0278504",26
"tt0816692",3
"tt0816692",9
"tt0816692",23
"tt0110148",9
"tt0110148",11
"tt0110148",15
"tt0758758",3
"tt0758758",5
"tt0758758",9
"tt0138524",6
"tt0138524",7
"tt0138524",22
"tt0119381",9
"tt0119381",22
"tt1058017",6
"tt1058017",11
"tt1057500",5
"tt1057500",9
"tt1057500",14
"tt1007029",5
"tt1007029",9
"tt1007029",14
"tt0399201",1
"tt0399201",3
"tt0399201",23
"tt0025316",6
"tt0025316",22
"tt0038650",9
"tt0038650",10
"tt0038650",11
"tt1230414",6
"tt1230414",22
"tt0317740",1
"tt0317740",7
"tt0317740",26
"tt0366627",9
"tt0366627",15
"tt0366627",18
"tt0119396",7
"tt0119396",9
"tt0119396",26
"tt0099871",9
"tt0099871",15
"tt0099871",18
"tt0113451",7
"tt0113451",9
"tt0113451",26
"tt1229822",9
"tt1229822",22
"tt0211443",15
"tt0211443",23
"tt0211443",26
"tt0073195",3
"tt0073195",26
"tt0077766",15
"tt0077766",26
"tt0261392",6
"tt1131734",6
"tt1131734",15
"tt0116695",6
"tt0116695",9
"tt0116695",22
"tt0102138",9
"tt0102138",14
"tt0102138",26
"tt0425151",7
"tt0425151",9
"tt0425151",26
"tt0251160",7
"tt0251160",9
"tt0251160",26
"tt0113492",1
"tt0113492",7
"tt0113492",23
"tt0467406",6
"tt0467406",9
"tt0467406",22
"tt0107290",3
"tt0107290",23
"tt0107290",26
"tt0163025",1
"tt0163025",3
"tt0163025",23
"tt0369690",23
"tt0369690",24
"tt0369690",8
"tt0102181",6
"tt0102181",9
"tt0102181",18
"tt0107302",7
"tt0107302",26
"tt0035423",6
"tt0035423",11
"tt0035423",22
"tt0113540",9
"tt0842926",6
"tt0842926",9
"tt0110265",7
"tt0110265",9
"tt0110265",26
"tt0360717",1
"tt0360717",3
"tt0360717",9
"tt0085794",6
"tt0085794",9
"tt1504320",5
"tt1504320",9
"tt1504320",14
"tt0431197",1
"tt0431197",9
"tt0431197",26
"tt0089424",9
"tt0089424",22
"tt0067309",7
"tt0067309",18
"tt0067309",26
"tt0478311",6
"tt0478311",9
"tt0478311",22
"tt0079417",9
"tt0119485",5
"tt0119485",9
"tt0119485",14
"tt0441773",4
"tt0441773",1
"tt0441773",3
"tt0119488",7
"tt0119488",9
"tt0119488",18
"tt0159519",19
"tt0091369",3
"tt0091369",10
"tt0091369",11
"tt0335245",6
"tt0335245",7
"tt0335245",26
"tt0139414",6
"tt0139414",15
"tt0139414",23
"tt0418819",15
"tt1583420",6
"tt1583420",9
"tt1583420",22
"tt0102266",1
"tt0102266",6
"tt0102266",7
"tt1046947",9
"tt1046947",22
"tt0022054",9
"tt0104691",1
"tt0104691",3
"tt0104691",9
"tt0325710",1
"tt0325710",9
"tt0325710",14
"tt0824758",5
"tt0824758",9
"tt0824758",22
"tt0070849",9
"tt0070849",22
"tt1197624",7
"tt1197624",9
"tt1197624",26
"tt0113627",9
"tt0113627",22
"tt0250494",6
"tt0250494",22
"tt0089469",3
"tt0089469",11
"tt0089469",22
"tt1038686",1
"tt1038686",11
"tt1038686",15
"tt0077936",9
"tt0077936",14
"tt0093409",1
"tt0093409",7
"tt0093409",26
"tt0122151",1
"tt0122151",7
"tt0122151",26
"tt2802154",9
"tt0119528",6
"tt0119528",11
"tt0123964",6
"tt0123964",7
"tt0123964",9
"tt0264796",9
"tt0289992",7
"tt0289992",9
"tt0289992",26
"tt0454876",3
"tt0454876",9
"tt0454876",11
"tt0102307",7
"tt0102307",9
"tt0165854",7
"tt0165854",9
"tt0165854",18
"tt1219289",18
"tt1219289",23
"tt1219289",26
"tt0443272",5
"tt0443272",9
"tt0443272",14
"tt1189340",7
"tt1189340",9
"tt1189340",26
"tt0110357",4
"tt0110357",3
